filename_raw,filename_jpeg,camera,lens,iso,wb_setting,scene_type,filename_phocus_tiff,phocus_settings,illuminant,download_url,notes
1932636179.3fr,6053674087.jpg,X2D 100C,XCD 55V,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:45:05, jpeg DateTimeOriginal=2022-09-20 03:45:05 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3953661245.3fr,2066214993.jpg,X2D 100C,XCD 30,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 03:48:04, jpeg DateTimeOriginal=2022-09-20 03:48:04 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8127122405.3fr,8283607695.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 18:03:02, jpeg DateTimeOriginal=2022-09-20 18:03:02 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5746737497.3fr,3547299535.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 18:31:15, jpeg DateTimeOriginal=2022-09-20 18:31:15 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9515423899.3fr,4307602937.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 18:38:30, jpeg DateTimeOriginal=2022-09-20 18:38:30 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6454535758.3fr,8646870132.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 18:44:01, jpeg DateTimeOriginal=2022-09-20 18:44:01 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8742913299.3fr,9089137980.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 18:44:24, jpeg DateTimeOriginal=2022-09-20 18:44:24 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7492975828.3fr,7285888480.jpg,X2D 100C,XCD 120,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 18:46:21, jpeg DateTimeOriginal=2022-09-20 18:46:21 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7321006825.3fr,6854579132.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 19:04:46, jpeg DateTimeOriginal=2022-09-20 19:04:46 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6660888354.3fr,7199999768.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 19:06:34, jpeg DateTimeOriginal=2022-09-20 19:06:34 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4236625428.3fr,3405794349.jpg,X2D 100C,XCD 55V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 19:07:20, jpeg DateTimeOriginal=2022-09-20 19:07:20 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8647104982.3fr,1581523261.jpg,X2D 100C,XCD 30,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2022-09-20 21:47:30, jpeg DateTimeOriginal=2022-09-20 21:47:30 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
8581844385.3fr,9154326617.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-26 08:40:33, jpeg DateTimeOriginal=2024-01-26 08:40:33 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7121592185.3fr,0785968466.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-26 08:44:49, jpeg DateTimeOriginal=2024-01-26 08:44:49 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3766372330.3fr,6642450167.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-26 08:50:08, jpeg DateTimeOriginal=2024-01-26 08:50:08 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6340134840.3fr,5328769611.jpg,CFV 100C/907X,XCD 28P,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 14:30:56, jpeg DateTimeOriginal=2024-01-27 14:30:56 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9928856380.3fr,0221658472.jpg,CFV 100C/907X,XCD 28P,3200,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 14:31:30, jpeg DateTimeOriginal=2024-01-27 14:31:30 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0758706524.3fr,1149838154.jpg,CFV 100C/907X,XCD 28P,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 14:33:21, jpeg DateTimeOriginal=2024-01-27 14:33:21 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4087418227.3fr,0057448103.jpg,CFV 100C/907X,XCD 28P,3200,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 14:40:52, jpeg DateTimeOriginal=2024-01-27 14:40:52 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1063588653.3fr,3049280174.jpg,CFV 100C/907X,XCD 28P,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 14:49:56, jpeg DateTimeOriginal=2024-01-27 14:49:56 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7732046028.3fr,8138215062.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 14:55:20, jpeg DateTimeOriginal=2024-01-27 14:55:20 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0908944042.3fr,7599721882.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 14:59:56, jpeg DateTimeOriginal=2024-01-27 14:59:56 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1917191504.3fr,6435002149.jpg,CFV 100C/907X,XCD 90V,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 15:03:52, jpeg DateTimeOriginal=2024-01-27 15:03:52 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9011626130.3fr,3213753437.jpg,CFV 100C/907X,XCD 90V,6400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 15:12:47, jpeg DateTimeOriginal=2024-01-27 15:12:47 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5310704161.3fr,5762692193.jpg,CFV 100C/907X,XCD 90V,6400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-27 15:13:10, jpeg DateTimeOriginal=2024-01-27 15:13:10, 주의: 동률 후보 있음(다른 raw/jpeg도 같은 비용으로 매칭 가능했음 - 전역 최적 배정이 임의로 하나를 골랐으니 수동 확인 권장) | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3683076943.3fr,6688512428.jpg,CFV 100C/907X,XCD 90V,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-28 13:07:17, jpeg DateTimeOriginal=2024-01-28 13:07:17 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7406451876.3fr,0674806498.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-28 13:29:59, jpeg DateTimeOriginal=2024-01-28 13:29:59, 주의: 동률 후보 있음(다른 raw/jpeg도 같은 비용으로 매칭 가능했음 - 전역 최적 배정이 임의로 하나를 골랐으니 수동 확인 권장) | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6519755969.3fr,7743476036.jpg,CFV 100C/907X,XCD 90V,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-28 13:44:17, jpeg DateTimeOriginal=2024-01-28 13:44:17 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3333340029.3fr,6877279048.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-28 13:58:32, jpeg DateTimeOriginal=2024-01-28 13:58:32 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9479682988.3fr,0094614018.jpg,CFV 100C/907X,XCD 90V,800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-30 07:48:55, jpeg DateTimeOriginal=2024-01-30 07:48:55 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5385314660.3fr,8802335348.jpg,CFV 100C/907X,XCD 90V,6400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-30 18:39:03, jpeg DateTimeOriginal=2024-01-30 18:39:03 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9247740424.3fr,1209888399.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-01-31 18:01:28, jpeg DateTimeOriginal=2024-01-31 18:01:28 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5715595764.3fr,1615322527.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 14:31:08, jpeg DateTimeOriginal=2024-02-01 14:31:08 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
6704898202.3fr,3102859793.jpg,CFV 100C/907X,XCD 90V,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 14:51:59, jpeg DateTimeOriginal=2024-02-01 14:51:59 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1755788551.3fr,3145372971.jpg,CFV 100C/907X,XCD 90V,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 15:09:57, jpeg DateTimeOriginal=2024-02-01 15:09:57 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9070200412.3fr,3778481827.jpg,CFV 100C/907X,XCD 90V,400,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 15:26:15, jpeg DateTimeOriginal=2024-02-01 15:26:15 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9318140329.3fr,3918494343.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 15:28:45, jpeg DateTimeOriginal=2024-02-01 15:28:45 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4589763049.3fr,1479441142.jpg,CFV 100C/907X,XCD 90V,1600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 15:33:41, jpeg DateTimeOriginal=2024-02-01 15:33:41 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0229019868.3fr,1404328711.jpg,CFV 100C/907X,XCD 28P,25600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 16:43:06, jpeg DateTimeOriginal=2024-02-01 16:43:06 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9063680763.3fr,4465167404.jpg,CFV 100C/907X,XCD 28P,12800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-01 16:43:15, jpeg DateTimeOriginal=2024-02-01 16:43:15 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0550549226.3fr,7550202495.jpg,CFV 100C/907X,XCD 28P,64,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-02 16:04:59, jpeg DateTimeOriginal=2024-02-02 16:04:59 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
3153320186.3fr,7355367063.jpg,CFV 100C/907X,XCD 28P,12800,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2024-02-04 17:28:32, jpeg DateTimeOriginal=2024-02-04 17:28:32 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
1772914463.3fr,3157274323.jpg,X2D II 100C,XCD 35-100E@50,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 11:06:15, jpeg DateTimeOriginal=2025-08-01 11:06:15 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9470944008.3fr,1883561994.jpg,X2D II 100C,XCD 35-100E@100,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 11:10:44, jpeg DateTimeOriginal=2025-08-01 11:10:44 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
7766043485.3fr,6012232687.jpg,X2D II 100C,XCD 35-100E@42,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 11:14:17, jpeg DateTimeOriginal=2025-08-01 11:14:17 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9171285561.3fr,8820387606.jpg,X2D II 100C,XCD 35-100E@60,50,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 11:31:56, jpeg DateTimeOriginal=2025-08-01 11:31:56 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
0174976521.3fr,0966382402.jpg,X2D II 100C,XCD 35-100E@100,50,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 11:56:51, jpeg DateTimeOriginal=2025-08-01 11:56:51 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
9984253103.3fr,2711718049.jpg,X2D II 100C,XCD 35-100E@65,100,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 12:11:15, jpeg DateTimeOriginal=2025-08-01 12:11:15 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
4665740686.3fr,3480208123.jpg,X2D II 100C,XCD 35-100E@100,200,auto,daylight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 12:33:31, jpeg DateTimeOriginal=2025-08-01 12:33:31 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
5648738585.3fr,9764738358.jpg,X2D II 100C,XCD 35-100E@100,25600,auto,lowlight,,,,"local (owner personal library, split local-work-2026-08)","exif raw DateTimeOriginal=2025-08-01 12:59:42, jpeg DateTimeOriginal=2025-08-01 12:59:42 | 정정(2026-09-04): download_url ""local (owner personal library)"" 라벨이 부정확했음 - 파일명(10자리 무작위 숫자)이 dpreview sample_galleries 다운로드 컨벤션과 일치, 사용자 확인. 정확한 갤러리 URL은 보존 안 됨 - 필요시 카메라 모델로 dpreview 샘플갤러리 재검색해서 복구."
